-0.04,-0.063380282,-0.136363636,-0.14516129,0.12295082,0.106060606,0.014644351,-0.039234682,-0.042440318,-0.111969112,-0.088235294,0.010046368,0.018867925,0.104693141,0.057142857,-0.067653362
-0.06,-0.11971831,-0.090909091,0.338709677,-0.204918033,-0.015151515,-0.09832636,0.086461613,-0.180371353,0.200772201,0.070588235,-0.010046368,0.003144654,0.032490975,0,0.168077339
0.12,-0.035211268,0,0.225806452,-0.090163934,-0.378787879,0.018828452,0.083918624,-0.25464191,-0.235521236,-0.047058824,-0.013137558,-0.009433962,0.010830325,-0.085714286,0.0579084
0.18,0.190140845,0.227272727,-0.403225806,0.237704918,0.015151515,-0.152719665,-0.053523856,0.442970822,0.181467181,0.435294118,0.005409583,-0.003144654,-0.02166065,-0.028571429,0.119743319
0.1,0.049295775,0.136363636,-0.225806452,0.286885246,-0.439393939,0.144351464,0.348026156,0.371352785,-0.069498069,0.064705882,0.044049459,0.091194969,0.635379061,-0.057142857,0.395772014
0.3,0.190140845,0.272727273,-0.209677419,0.303278689,-0.257575758,-0.60041841,-0.029304916,0.74535809,-0.092664093,0.723529412,0.023956723,0.072327044,0.151624549,-0.085714286,0.268892108
0.1,-0.021126761,0,0.306451613,-0.057377049,0.318181818,0.115062762,0.134657302,-0.183023873,0.142857143,-0.111764706,0.010046368,0.072327044,0.115523466,-0.028571429,-0.027860916
0.14,-0.021126761,-0.045454545,0.048387097,0.040983607,-0.136363636,0.20292887,-0.172802131,-0.135278515,-0.196911197,-0.158823529,-0.013137558,-0.01572327,-0.093862816,-0.028571429,-0.136944325
-0.04,-0.105633803,-0.181818182,0,0.073770492,-0.166666667,0.085774059,0.365100509,-0.061007958,-0.115830116,-0.035294118,0.005409583,0.009433962,0.025270758,0.114285714,0.180567143
-0.04,-0.063380282,-0.090909091,0.080645161,0.155737705,-0.106060606,-0.077405858,0.078227174,-0.098143236,-0.173745174,0,-0.003863988,-0.006289308,-0.036101083,0.057142857,-0.097189096
0.28,0.147887324,0.227272727,-0.209677419,0.204918033,-0.439393939,-0.5,-0.153184791,0.312997347,-0.162162162,0.647058824,0.005409583,-0.003144654,-0.010830325,-0.028571429,0.229295056
-0.1,-0.077464789,0.090909091,-0.064516129,-0.106557377,-0.045454545,0.094142259,0.309396948,0.156498674,-0.023166023,-0.147058824,0.113601236,0.169811321,0.895306859,0.028571429,0.251849279
0.04,0.035211268,0.136363636,0.032258065,-0.090163934,-0.257575758,-0.173640167,0.064664568,0.068965517,0.007722008,0.111764706,0.017774343,0.053459119,0.418772563,0,0.083070997
-0.06,-0.049295775,-0.136363636,-0.032258065,0.040983607,0.015151515,0.215481172,-0.063574715,0.114058355,-0.034749035,-0.105882353,0.025502318,0.037735849,0.122743682,0.085714286,0.131091765
-0.02,-0.007042254,0.045454545,-0.161290323,-0.008196721,0.257575758,-0.115062762,0.08379753,0.071618037,0.158301158,0.041176471,0.013137558,0,-0.054151625,0.028571429,0.047006572
-0.06,0.204225352,0.5,-0.306451613,-0.073770492,0.227272727,-0.052301255,-0.257447324,0.116710875,0.22007722,0.170588235,-0.020865533,-0.025157233,-0.104693141,-0.085714286,-0.259230886
-0.04,-0.021126761,0.045454545,-0.241935484,0.139344262,0.106060606,0.031380753,0.05594575,0.053050398,-0.057915058,-0.070588235,-0.013137558,-0.01572327,-0.050541516,0.028571429,-0.023103191
-0.46,-0.021126761,-0.045454545,-0.129032258,-0.18852459,0.348484848,0.127615063,0.152216033,-0.151193634,0.293436293,-0.029411765,0.003863988,-0.003144654,-0.007220217,-0.542857143,-0.223051705
-0.14,-0.063380282,0,-0.290322581,0.286885246,-0.075757576,0.244769874,0.15342698,0.143236074,-0.077220077,0.023529412,0.057959815,0.081761006,0.339350181,0.057142857,0.048191351
-0.16,-0.105633803,-0.090909091,-0.403225806,0.43442623,-0.075757576,-0.069037657,0.015379026,0.071618037,-0.451737452,-0.047058824,-0.005409583,-0.01572327,-0.068592058,0.114285714,-0.007759992
-0.14,0.190140845,0.5,-0.274193548,-0.073770492,0.106060606,-0.018828452,-0.208646161,0.029177719,0.1003861,0.311764706,-0.020865533,-0.025157233,-0.104693141,-0.114285714,-0.161201279
-0.14,-0.105633803,-0.090909091,0,0.172131148,-0.045454545,0.069037657,-0.041293291,-0.140583554,-0.011583012,-0.052941176,-0.014683153,-0.018867925,-0.072202166,0.114285714,-0.224379154
